Cod	Grupo	Produto
4301	11	PLACA,ANEL, VIGA, PALANQUE, ETC. DE CIMENTO OU CONCRETO
4302	11	ANEL DE CIMENTO OU CONCRETO
4303	11	VIGA DE CIMENTO OU CONCRETO
4304	11	PALANQUE DE CIMENTO OU CONCRETO
4305	11	PLACA DE CIMENTO OU CONCRETO
4401	11	CAIXA DE REGISTRO DE AGUA
4501	11	MATERIAL PLASTICO PARA COBERTURA
4502	11	TOLDO PLASTICO
4503	11	PLASTICO | MATERIAL PARA COBERTURA
4504	11	TOLDO DE LONA
4601	11	DUREPOX
4602	11	EPOX | COLA
4701	11	CUBA PARA PIA | QUALQUER MATERIAL
4702	11	PIA | CUBADE QUALQUER MATERIAL
4801	11	CALHA
4901	11	ESQUADRIA
5001	11	FORMICA | FOLHA
5002	11	FOLHA DE FORMICA
5101	11	POSTE | CIMENTO
5102	11	POSTE DE MADEIRA
5103	11	POSTE METALICO
5201	11	CUPINICIDA
5202	11	VENENO CONTRA CUPIM | CUPINICIDA
5301	11	PRODUTOS PARA PISCINA
5302	11	CLORO PARA PISCINA
5303	11	SULFATO DE ALUMINIO PARA PISCINA
5401	11	AQUISICAO DE SEPULTURA
5402	11	AQUISICAO DE TERRENO PARA SEPULTURA
5501	11	ESCADA CARACOL
5601	11	IMPERMEABILIZANTE
5602	11	MASSA DE VEDACAO DE TELHA
5701	11	PALHA PARA COBERTURA
5702	11	SAPE PARA COBERTURA
5801	11	ALUGUEL DE TERRENO PARA SEPULTURA
5901	11	MASSA DE FIXACAO E VEDACAO DE VIDRO
6101	11	BANDEIRA DE JANELA
6201	11	CONCRETO USINADO
6401	11	TETO SOLAR
6701	11	FIXOTAC
6901	11	LATA VAZIA | USADA EM CONSTRUCAO
6902	11	BALDE
7001	11	RUFO DE TELHADO
7002	11	RUFO PARA TELHADO
7101	11	OXIDO DE FERRO | PARA PISO DE CERAMICA
7301	11	LIXEIRA METALICA
8001	11	CONSTRUCAO DE JAZIGO
8101	11	REFORMA DE JAZIGO
8201	11	LAPIDE DE JAZIGO
8202	11	LAPIDE
8301	11	GRAVACAO EM JAZIGO
8401	11	GAVETA DE JAZIGO
8501	11	ACESSORIOS DE BANHEIRO
8601	11	FORRO DE MADEIRA
8602	11	FORRO | OUTROS TIPOS
8701	11	MASSA PARA REJUNTE
8801	11	CHAPA METALICA
8901	11	FOSSA SEPTICA
9001	11	ALUGUEL DE MAQUINAS
9101	11	ESTACA PARA CERCA | QUALQUER MATERIAL
9201	11	CASA DE MADEIRA USADA
9301	11	CIPO DE AMARRAR
9801	11	AGREGADO
9802	11	ACESSORIO PARA BANHEIRO DE INOX
101	12	AQUISICAO DO IMOVEL A VISTA | VALOR PAGO, IMPOSTO DE TRANSMISSAO, ETC. | DOMICILIO PRINCIPAL
102	12	IMPOSTO DE TRANSMISSAO DO IMOVEL | AQUISICAO A VISTA | DOMICILIO PRINCIPAL
103	12	AQUISICAO DO IMOVEL A VISTA | VALOR PAGO, IMPOSTO DE TRANSMISSAO, ETC.
201	12	AQUISICAO DO IMOVEL A PRAZO | ENTRADA, PARCELAS, TAXAS, IMPOSTOS, ETC. | DOMICILIO PRINCIPAL
202	12	TAXAS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
203	12	IMPOSTOS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
204	12	PARCELAS PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
205	12	ENTRADA PARA AQUISICAO DO IMOVEL A PRAZO | DOMICILIO PRINCIPAL
206	12	AQUISICAO DO IMOVEL A PRAZO | ENTRADA, PARCELAS, TAXAS, IMPOSTOS, ETC.
301	12	LOCACAO DO IMOVEL | CONTRATO, DEPOSITOS DE LOCACAO E CONSERVACAO | DOMICILIO PRINCIPAL
302	12	CONTRATO DE LOCACAO DO IMOVEL | DOMICILIO PRINCIPAL
303	12	DEPOSITOS DE LOCACAO DO IMOVEL | DOMICILIO PRINCIPAL
304	12	DEPOSITOS DE CONSERVACAO DO IMOVEL | DOMICILIO PRINCIPAL
305	12	LOCACAO DE IMOVEL | CONTRATO, DEPOSITO DE LOCACAO E CONSERVACAO, ETC.
401	12	MUDANCA | DOMICILIO PRINCIPAL
402	12	MUDANCA
501	12	SEGUROS SOBRE O IMOVEL | INCENDIO, ROUBO, ETC. | DOMICILIO PRINCIPAL
502	12	SEGURO CONTRA ROUBO DO IMOVEL | DOMICILIO PRINCIPAL
503	12	SEGURO CONTRA INCENDIO DO IMOVEL | DOMICILIO PRINCIPAL
504	12	SEGUROS SOBRE O IMOVEL | INCENDIO, ROUBO, ETC.
601	12	TAXAS | COLETA DE LIXO, PREVENCAO E EXTINCAO DE INCENDIO, SEGURANCA, ETC. | DOMICILIO PRINCIPAL
602	12	TAXA DE COLETA DE LIXO | DOMICILIO PRINCIPAL
603	12	TAXA DE PREVENCAO E EXTINCAO DE INCENDIO | DOMICILIO PRINCIPAL
604	12	TAXA DE SEGURANCA | DOMICILIO PRINCIPAL
605	12	TAXA DE ILUMINACAO PUBLICA | DOMICILIO PRINCIPAL
606	12	TAXA DE CONSERVACAO URBANA | DOMICILIO PRINCIPAL
607	12	TAXA DE LIXO | DOMICILIO PRINCIPAL
608	12	TAXA DE ASFALTAMENTO | DOMICILIO PRINCIPAL
609	12	ASFALTAMENTO | TAXA | DOMICILIO PRINCIPAL
610	12	TAXAS | COLETA DE LIXO, PREVENCAO E EXTINCAO DE INCENDIO, ETC.
701	12	TAXA DE OCUPACAO DO IMOVEL | DOMICILIO PRINCIPAL
702	12	TAXA DE OCUPACAO DE IMOVEL
801	12	TAXA DE INSTALACAO DE RELOGIO DE AGUA | DOMICILIO PRINCIPAL
802	12	INSTALACAO DE RELOGIO DE AGUA | TAXA | DOMICILIO PRINCIPAL
803	12	RELOGIO DE AGUA | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
804	12	HIDROMETRO | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
805	12	TAXA DE RELIGACAO DE RELOGIO DE AGUA | DOMICILIO PRINCIPAL
806	12	TAXA DE INSTALACAO DE RELOGIO DAGUA
901	12	TAXA DE TRANSFERENCIA DE TELEFONE | DOMICILIO PRINCIPAL
902	12	TRANSFERENCIA DE TELEFONE | TAXA | DOMICILIO PRINCIPAL
903	12	TAXA DE TRANSFERENCIA DE TELEFONE
1001	12	TAXA DE INSTALACAO DE INTERFONE, TELEFONE | DOMICILIO PRINCIPAL
1002	12	INTERFONE | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
1003	12	TELEFONE | TAXA DE INSTALACAO | DOMICILIO PRINCIPAL
1004	12	TAXA DE REPARO DE REDE INTERNA DE TELEFONE | DOMICILIO PRINCIPAL
1005	12	TELEFONE | TAXA DE REPARO DE REDE INTERNA | DOMICILIO PRINCIPAL
1101	12	TAXA DE MANUTENCAO DE ELEVADOR | DOMICILIO PRINCIPAL
1102	12	MANUTENCAO DE ELEVADOR | DOMICILIO PRINCIPAL
1201	12	TAXA DE LIGACAO DE LUZ | DOMICILIO PRINCIPAL
1202	12	TAXA DE RELIGACAO DE LUZ | DOMICILIO PRINCIPAL
1203	12	TAXA DE INSTALACAO DE POSTE DE ENERGIA ELETRICA
1301	12	TAXA DE ISENCAO DE IMPOSTO PREDIAL | DOMICILIO PRINCIPAL
1401	12	TAXA DE VERIFICACAO DE VAZAMENTO DE AGUA | DOMICILIO PRINCIPAL
1501	12	TAXA DE INSTALACAO DE CENTRAL DE GAS
1502	12	INSTALACAO DE CENTRAL DE GAS | TAXA
1503	12	TAXA DE INSTALACAO DE MEDIDOR DE GAS
1701	12	TAXA DE UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA
1702	12	UTILIZACAO E MANUTENCAO DE BOMBA DE AGUA | TAXA
1801	12	TAXA DE MANUTENCAO DE LINHA TELEFONICA COMUNITARIA
1802	12	LINHA TELEFONICA COMUNITARIA | TAXA DE MANUTENCAO
1901	12	TAXA DE CERTIDAO DE IMPOSTO | DIVIDA ATIVA
1902	12	CERTIDAO DE DIVIDA ATIVA
2001	12	SERVICO DE INSTALACAO DE TV A CABO
2002	12	INSTALACAO DE TV A CABO | SERVICO
2101	12	TAXA DE ADESAO DE TELEVISAO POR ASSINATURA
2102	12	ADESAO DE TELEVISAO POR ASSINATURA | TAXA
2201	12	TAXA DE INSTALACAO DE TELEVISAO POR ASSINATURA
2202	12	INSTALACAO DE TELEVISAO POR ASSINATURA | TAXA
2301	12	TAXA DE INSTALACAO DE INTERNET
2302	12	INSTALACAO DE INTERNET | TAXA
2401	12	TAXA EXTRA DE CONDOMINIO | REFORMA E MANUTENCAO
2402	12	REFORMA E MANUTENCAO | TAXA EXTRA DE CONDOMINIO
2403	12	TAXA DE REFORMA DE PREDIO | EXTRA DE CONDOMINIO
2404	12	TAXA DE MANUTENCAO DE PREDIO | EXTRA DE CONDOMINIO
2405	12	FUNDO DE RESERVA | EXTRA DE CONDOMINIO
2406	12	TAXA EXTRA DE FUNDO DE RESERVA | CONDOMINIO
2501	12	CERTIFICADO DE CADASTRO DE IMOVEL
2601	12	VIGILANCIA ELETRONICA
9201	12	VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A VISTA | DOMICILIO PRINCIPAL
9202	12	VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A VISTA
9301	12	VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A PRAZO | DOMICILIO PRINCIPAL
9302	12	VALOR DO IMOVEL ADQUIRIDO EM PRIMEIRA LOCACAO A PRAZO
9401	12	VALOR DO IMOVEL ADQUIRIDO USADO A VISTA | DOMICILIO PRINCIPAL
9402	12	VALOR DO IMOVEL ADQUIRIDO USADO A VISTA
9501	12	VALOR DO IMOVEL ADQUIRIDO USADO A PRAZO | DOMICILIO PRINCIPAL
9502	12	VALOR DO IMOVEL ADQUIRIDO USADO A PRAZO
9601	12	AGREGADO
101	13	AR CONDICIONADO | ALUGUEL
201	13	TELEFONE RESIDENCIAL | ALUGUEL
202	13	TELEFONE RESIDENCIAL
301	13	TELEVISAO | ALUGUEL
302	13	TELEVISAO
401	13	VIDEOCASSETE | ALUGUEL
402	13	VIDEOCASSETE
601	13	MAQUINA DE COSTURA | ALUGUEL
701	13	PIANO | ALUGUEL
801	13	BUJAO DE GAS | ALUGUEL
1001	13	MICROCOMPUTADOR | ALUGUEL
1002	13	MICROCOMPUTADOR
1101	13	FILMADORA | ALUGUEL
1201	13	TELAO | ALUGUEL
1501	13	ALUGUEL DE MAQUINA DE ESCREVER ELETRICA
1502	13	MAQUINA DE ESCREVER ELETRICA | ALUGUEL
1601	13	ALUGUEL DE LIXADEIRA ELETRICA
1602	13	LIXADEIRA ELETRICA | ALUGUEL
1701	13	KARAOKE OU VIDEOKE | ALUGUEL
1801	13	ALUGUEL DE VIDEOGAME
1901	13	ALUGUEL DE SOM
2001	13	ALUGUEL DE FREEZER
2101	13	ALUGUEL DE CORTADOR DE GRAMA
9801	13	AGREGADO
101	14	FOGAO
102	14	FOGAO | INVENTARIO
201	14	FREEZER
202	14	FREEZER | INVENTARIO
301	14	GELADEIRA
302	14	GELADEIRA | INVENTARIO
401	14	MAQUINA DE LAVAR LOUCAS
402	14	MAQUINA DE LAVAR PRATOS
403	14	MAQUINA DE LAVAR PRATOS | INVENTARIO
501	14	BATEDEIRA DE BOLO
502	14	BATEDEIRA DE BOLO | INVENTARIO
601	14	LIQUIDIFICADOR
602	14	LIQUIDIFICADOR | INVENTARIO
701	14	TORRADEIRA ELETRICA
702	14	TORRADEIRA ELETRICA | INVENTARIO
801	14	ASPIRADOR DE PO
802	14	ASPIRADOR DE PO | INVENTARIO
901	14	ENCERADEIRA
902	14	ENCERADEIRA | INVENTARIO
1001	14	FERRO ELETRICO
1002	14	FERRO ELETRICO | INVENTARIO
1101	14	MAQUINA DE LAVAR ROUPAS
1102	14	MAQUINA DE LAVAR ROUPAS | INVENTARIO
1201	14	MAQUINA DE SECAR ROUPAS
1202	14	MAQUINA DE SECAR ROUPAS | INVENTARIO
1301	14	TELEVISAO EM CORES
1302	14	TELEVISAO EM CORES | INVENTARIO
1401	14	TELEVISAO EM PRETO E BRANCO
1402	14	TELEVISAO EM PRETO E BRANCO | INVENTARIO
1501	14	CONJUNTO DE SOM ACOPLADO
1502	14	CONJUNTO DE SOM ACOPLADO | INVENTARIO
1601	14	GRAVADOR E TOCA-FITAS
1602	14	GRAVADOR E TOCA-FITAS | INVENTARIO
1701	14	RADIO DE MESA
1702	14	RADIO DE MESA | INVENTARIO
1801	14	RADIO PORTATIL
1802	14	RADIO PORTATIL | INVENTARIO
2001	14	AR CONDICIONADO
2002	14	AR CONDICIONADO | INVENTARIO
2003	14	AR-CONDICIONADO
2101	14	VENTILADOR E CIRCULADOR DE AR
2102	14	VENTILADOR E CIRCULADOR DE AR | INVENTARIO
2201	14	MAQUINA DE COSTURA
2202	14	MAQUINA DE COSTURA | INVENTARIO
2301	14	SECADOR DE CABELOS
2302	14	SECADOR DE CABELOS | INVENTARIO
2401	14	AUTOMOVEL
2402	14	AUTOMOVEL | INVENTARIO
2501	14	BICICLETA
2502	14	BICICLETA | INVENTARIO
2601	14	MOTOCICLETA
2602	14	MOTOCICLETA | INVENTARIO
2701	14	MICROCOMPUTADOR
2702	14	MICROCOMPUTADOR | INVENTARIO
2801	14	VIDEOCASSETE
2802	14	VIDEOCASSETE | INVENTARIO
2901	14	PURIFICADOR DE AGUA TIPO OZONIZADOR
2902	14	PURIFICADOR DE AGUA TIPO OZONIZADOR | INVENTARIO
3001	14	FORNO DE MICROONDAS
3002	14	FORNO DE MICROONDAS | INVENTARIO
3101	14	ANTENA PARABOLICA
3102	14	ANTENA PARABOLICA | INVENTARIO
3201	14	TOCA-DISCOS A LASER
3202	14	TOCA-DISCOS A LASER | INVENTARIO
3301	14	DVD
3302	14	VIDEOCASSETE DVD
3303	14	VIDEOCASSETE DVD | INVENTARIO
3401	14	FILTRO DE AGUA A VELA
3402	14	FILTRO DE AGUA A VELA | INVENTARIO
101	15	EXAUSTOR
102	15	PURIFICADOR DE AR | EXAUSTOR
201	15	FOGAO A GAS OU ELETRICO
301	15	FOGAO A LENHA
401	15	FORNO | ELETRICO
501	15	FREEZER
601	15	GELADEIRA
602	15	FRIGOBAR
701	15	MAQUINA DE LAVAR PRATOS
801	15	ABRIDOR E AFIADOR ELETRICO
802	15	AFIADOR ELETRICO
901	15	BATEDEIRA DE BOLO
1001	15	CAFETEIRA ELETRICA
1101	15	ESPREMEDOR DE FRUTAS ELETRICO
1102	15	ESPREMEDOR DE FRUTAS | ELETRICO
1201	15	FACA ELETRICA
1301	15	GRILL
1401	15	LIQUIDIFICADOR
1501	15	MAQUINA DE MOER CARNE | ELETRICA
1601	15	PURIFICADOR DE AGUA TIPO OZONIZADOR
1602	15	OZONIZADOR
1701	15	TORRADEIRA ELETRICA
1801	15	ASPIRADOR DE PO
1802	15	ASPIRADOR DE BOLINHAS
1803	15	ASPIRADOR PAPA-BOLINHAS
1804	15	PAPA-BOLINHAS | ASPIRADOR
1901	15	ENCERADEIRA
2001	15	FERRO ELETRICO
2101	15	MAQUINA DE LAVAR ROUPAS
2201	15	MAQUINA DE SECAR ROUPAS
2202	15	CENTRIFUGA | SECAR ROUPA
2301	15	ANTENA DE TELEVISAO | EXCETO PARABOLICA
2302	15	ANTENA DE TELEVISAO | NAO PARABOLICA
2401	15	TELEVISAO EM CORES
2501	15	TELEVISAO EM PRETO E BRANCO
2601	15	VIDEOCASSETE
2701	15	VIDEOCASSETE DVD
2702	15	DVD
2801	15	CAIXA DE SOM
2901	15	CONJUNTO DE SOM ACOPLADO
3001	15	GRAVADOR E TOCA-FITAS
3002	15	TOCA-FITAS
3003	15	RADIO GRAVADOR
3004	15	RADIO TOCA-FITAS
3101	15	TOCA-DISCOS A LASER
3102	15	TOCA DISCOS A LAZER
3201	15	RADIO PORTATIL
3301	15	RADIO RELOGIO OU DE MESA
3401	15	AMPLIFICADOR
3501	15	TAPE-DECK
3601	15	TOCA-DISCOS DE AGULHA
3701	15	VIDEOGAME E ACESSORIOS
3702	15	VIDEO GAME E ACESSORIOS
3801	15	WALKMAN
3901	15	AR CONDICIONADO
3902	15	AR-CONDICIONADO
4001	15	AQUECEDOR DE AR
4101	15	CIRCULADOR DE AR
4201	15	VENTILADOR
4301	15	MAQUINA DE COSTURA | A PEDAL
4401	15	MAQUINA DE COSTURA | ELETRICA
4402	15	MAQUINA DE COSTURA ELETRICA
4501	15	MAQUINA DE COSTURA NAO ESPECIFICADA
4601	15	AQUECEDOR CENTRAL DE AGUA | ELETRICO
4602	15	AQUECEDOR DE AGUA CENTRAL | ELETRICO
4701	15	AQUECEDOR DE AGUA | A GAS
4801	15	BOMBA DE AGUA
4802	15	MOTOR DE BOMBA DE AGUA
4901	15	CHUVEIRO OU DUCHA ELETRICOS
5001	15	DISKMAN
5101	15	SECADOR E MODELADOR DE CABELOS
5102	15	SECADOR DE CABELOS
5103	15	MODELADOR DE CABELOS
5201	15	BARBEADOR ELETRICO
5202	15	BARBEADOR | ELETRICO
5301	15	DEPILADOR ELETRICO
5401	15	KARAOKE
5402	15	VIDEOKE
5501	15	GRAVADOR DE CD
5601	15	REGULADOR DE VOLTAGEM
5701	15	RECEPTOR DE TV A CABO
5702	15	APARELHO RECEPTOR DE TV A CABO
5801	15	CENTRIFUGA
5901	15	TELEFONE-RADIO-RELOGIO
5902	15	RADIO-RELOGIO-TELEFONE
5903	15	TELEFONE
6001	15	GRAVADOR DE DVD
6101	15	PROCESSADOR DE ALIMENTOS | ELETRICO
6102	15	PREPARADOR DE ALIMENTOS | ELETRICO
6103	15	MULTIPROCESSADOR DE ALIMENTOS | ELETRICO
6104	15	MULTIPREPARADOR DE ALIMENTOS | ELETRICO
6105	15	WALITTA MASTER
6106	15	MASTER WALITTA
6201	15	MICROCOMPUTADOR
6202	15	COMPUTADOR, COMPONENTES E ACESSORIOS
6401	15	IMPRESSORA DE MICROCOMPUTADOR
6501	15	TANQUE DE ROUPA ELETRICO
6502	15	TANQUINHO ELETRICO
6601	15	FORNO DE MICROONDAS
6701	15	APARELHO DE FAX
6702	15	FAX | APARELHO
6801	15	FRITADEIRA ELETRICA
6901	15	SELADORA
6902	15	MAQUINA SELADORA
7001	15	SCANER DE COMPUTADOR
7101	15	ESTERILIZADOR
7201	15	NOTEBOOK
7401	15	SECRETARIA ELETRONICA
7402	15	SECRETARIA ELETRONICA-TELEFONE
7403	15	SECRETARIA ELETRONICA-FAX
7501	15	TRITURADOR ELETRICO
7502	15	BRAUM MINI PINER
7503	15	WALITTA MIX
7601	15	BABA ELETRONICA
7701	15	ALTO-FALANTE, TWEETHER, MEGAFONE, MICROFONE, ETC.
7702	15	TWEETHER
7703	15	MEGAFONE
7704	15	MICROFONE
7705	15	AUTO-FALANTE, TWEETER, MEGAFONE, ETC.
7801	15	CONTROLE REMOTO DE TV, SOM, VIDEOCASSETE, ETC.
8001	15	SAUNA RESIDENCIAL
8101	15	ACESSORIOS DE IMPRESSORA
8201	15	ACESSORIOS DE VIDEOCASSETE
8301	15	FORNO A LENHA
8401	15	LAVADORA DE ALTA PRESSAO
8501	15	FORNO A GAS
8601	15	MASSAGEADOR ELETRICO
8701	15	WATER PEACH
8801	15	MAQUINA DE FAZER PAO
8901	15	SANDUICHEIRA ELETRICA
9001	15	VAPORIZADOR ELETRICO | INALADOR
9002	15	NEBULIZADOR ELETRICO
9101	15	TELEVISAO E RADIO ACOPLADOS
9201	15	MAQUINA DE OVERLOCK
9301	15	TELEVISAO E VIDEOCASSETE | ACOPLADOS
9401	15	ANTENA PARABOLICA E EQUIPAMENTOS
9601	15	WAPORETO
9602	15	VAPORETO | WAPORETO
9701	15	AGREGADO
9801	15	SUPORTE ELETRICO PARA GARRAFAO DE AGUA
9901	15	UMIDIFICADOR DE AR
10001	15	TORNEIRA ELETRICA
10101	15	HOME THEATER
10201	15	IOGURTEIRA
10301	15	FILTRO ELETRICO
10401	15	ESTUFA ELETRICA
10501	15	FATIADOR DE ALIMENTOS
10601	15	PALM TOP
10701	15	MOTOR DE FREEZER
10801	15	MOTOR DE MAQUINA DE COSTURA
10901	15	MERGULHAO
11001	15	MAQUINA DE BATER ACAI ELETRICA
11101	15	MARMITA ELETRICA
11201	15	MAQUINA DE CORTAR PISO
11301	15	MAQUINA DE ALGODAO
11401	15	MAQUINA DE CREPE
11501	15	MAQUINA DE BATER SABAO ELETRICA
11601	15	MAQUINA DE ESTAMPAR
11701	15	MAQUINA DE POLIR
11801	15	MAQUINA DE RISCAR CERAMICA
11901	15	MAQUINA DE TRICO
12001	15	EASY BOX | APARELHO NAVEGADOR DE INTERNET
12101	15	FONTE DE ALIMENTACAO DE APARELHO ELETRONICO
12201	15	MEDOR DE CAFE ELETRICO
12301	15	MOTOR ELETRICO PARA PORTAO
12401	15	PAINEL SOLAR | ENERGIA SOLAR
12501	15	GERADOR DE ENERGIA
12601	15	APARELHO DE SOLDA
12701	15	GRAVADOR
12801	15	RETROPROJETOR
101	16	ACESSORIOS DE INSTRUMENTOS MUSICAIS
501	16	GUITARRA
601	16	PIANO
701	16	VIOLAO
702	16	CAVAQUINHO
801	16	BINOCULOS,LUNETA E TELESCOPIO
802	16	LUNETA
803	16	TELESCOPIO
804	16	LUPA
901	16	FILMADORA
1101	16	MAQUINA FOTOGRAFICA
1401	16	CALCULADORA MECANICA
1501	16	CALCULADORA E AGENDA ELETRONICA
1502	16	CALCULADORA ELETRONICA
1503	16	AGENDA ELETRONICA
1601	16	MAQUINA DE ESCREVER | MECANICA
1602	16	MAQUINA DE ESCREVER MECANICA
1701	16	MAQUINA DE ESCREVER | ELETRICA
1702	16	MAQUINA DE ESCREVER ELETRICA
1801	16	BARRACA DE ACAMPAMENTO
1901	16	CHURRASQUEIRA
2101	16	LAMPIAO
2102	16	LAMPARINA
2201	16	APARELHO DE CHA OU CAFE
2202	16	CONJUNTO DE CHA | APARELHO
2203	16	JOGO DE CHA | APARELHO
2301	16	APARELHO DE JANTAR
2302	16	CONJUNTO DE JANTAR | APARELHO
2303	16	JOGO DE JANTAR | APARELHO
2401	16	BAIXELA
2501	16	BATERIA DE COZINHA
2502	16	CONJUNTO DE PANELAS | BATERIA
2503	16	JOGO DE PANELAS | BATERIA
2601	16	FAQUEIRO
2701	16	CONJUNTO COMPLETO DE COPOS FINOS OU DE LUXO
2702	16	JOGO COMPLETO DE COPOS FINOS OU DE LUXO
2801	16	SUPORTE DE TV | GIRATORIO
2901	16	FILTRO DE AGUA
2902	16	FILTRO DE AGUA A VELA
3001	16	FERRAMENTAS EM GERAL
3002	16	ALICATE E CHAVE | BOCA,ESTRIA,ETC.
3003	16	CONJUNTO DE FERRAMENTAS
3004	16	CAIXA DE FERRAMENTAS
3005	16	CHAVE DE FENDA
3006	16	MARTELO
3007	16	SERRA | MANUAL
3008	16	ARCO DE SERRA
3009	16	FURADEIRA | MANUAL
3010	16	PUA
3011	16	SERROTE
3012	16	ENXADA
3013	16	CAVADEIRA
3014	16	ANCINHO
3015	16	TERCADO
3016	16	PICARETA
3017	16	PE-DE-CABRA
3018	16	FOICE
3019	16	PENEIRA
3020	16	NIVEL
3021	16	ESCALA
3022	16	RISCADOR | PONTEIRA DE CORTAR AZULEJO
3023	16	PONTEIRA | RISCADOR DE CORTAR AZULEJO
3024	16	CORTADOR DE AZULEJO | RISCADOR
3025	16	PA | FERRAMENTA
3026	16	METRO | FERRAMENTA
3027	16	MARRETA
3028	16	CHAVE INGLESA
3029	16	BROCA
3030	16	TARRACHA
3031	16	PLAINA
3032	16	FERRO DE SOLDAR
3033	16	MACARICO DE SOLDAR
3034	16	SUPORTE DE FERRO DE SOLDAR
3035	16	LIMA | FERRAMENTA
3036	16	GROSA
3037	16	FORMAO
3038	16	CARRINHO DE MAO
3039	16	TESOURA DE CORTAR LATAO
3040	16	MACHADO
3041	16	CHAVE DE TESTE
3042	16	PISTOLA DE PINTURA
3043	16	REBITADEIRA
3044	16	TORNO DE MESA
3045	16	MORSA
3046	16	PODAO
3047	16	LAMINA DE SERRA
3048	16	SERRA | LAMINA DE ACO
3049	16	DESEMPENADEIRA
3050	16	COLHER DE PEDREIRO
3051	16	JOGO DE FERRAMENTAS
3052	16	FERRAMENTAS EM GERAL | MARTELO, ETC.
3053	16	BACIA DE ALUMINIO
3101	16	ACENDEDOR ELETRONICO
3201	16	MAQUINA DE COSTURA | MANUAL
3202	16	MINI MAQUINA DE COSTURA | MANUAL
3301	16	HADFONE
3302	16	FONE DE OUVIDO
3303	16	EGOISTA | FONE DE OUVIDO
3401	16	FURADEIRA,LIXADEIRA,ESMERIL E SERRA ELETRICAS
3402	16	SERRADEIRA ELETRICA
3403	16	LIXADEIRA ELETRICA
3404	16	ESMERIL ELETRICO
3405	16	FURADEIRA, LIXADEIRA E SERRA ELETRICA
3406	16	SERRA MARMORE
3501	16	MAQUINA DE PRESSAO PARA BOTAO
3601	16	MAQUINA DE MOER CARNE | MANUAL
3701	16	EQUALIZADOR
3801	16	APARELHO TELEFONICO | NAO CELULAR
3901	16	LINHA TELEFONICA | RESIDENCIAL
4001	16	COMPRA E TRATAMENTO DE ANIMAIS DOMESTICOS
4002	16	ANIMAL DOMESTICO | COMPRA
4003	16	ANIMAL DOMESTICO | TRATAMENTO
4004	16	VETERINARIO
4005	16	VACINA PARA ANIMAL DOMESTICO
4006	16	INJECAO PARA ANIMAL DOMESTICO
4007	16	MEDICAMENTO PARA ANIMAL DOMESTICO
4008	16	REMEDIO PARA ANIMAIS
4009	16	FORTIFICANTE PARA ANIMAIS
4010	16	TOSA DE PELOS DE ANIMAIS
4011	16	CORTE DE PELOS DE ANIMAIS
4101	16	CARRINHO DE FEIRA
4201	16	SECADOR DE ROUPA
4301	16	ORGAO E TECLADO
4302	16	TECLADO
4401	16	ESCADA
4501	16	LANTERNA DE PILHA
4701	16	TABUA DE PASSAR ROUPA
4801	16	INTERFONE
4901	16	MAQUINAS AGRICOLAS DE PEQUENO PORTE
4902	16	MOENDA DE CANA
4903	16	PULVERIZADOR DE AGROTOXICO
4904	16	RALADORA
4905	16	PICADEIRA
4906	16	TRITURADORA
4907	16	DEBULHADOR
4908	16	TOSADEIRA ANIMAL
4909	16	MOTOSSERRA
4910	16	COMPRESSOR DE AR
4911	16	CORTADOR DE GRAMA
5001	16	GELAGUA | PARA GARRAFAO DE AGUA
5002	16	BEBEDOURO | AGUA GELADA
5201	16	VIBRADOR
5701	16	BALANCA PARA PESSOA
5702	16	BALANCA DE BANHEIRO
6001	16	AQUECEDOR DE MAMADEIRA | ELETRICO
6101	16	APARELHO PARA MASSAS | CILINDROS
6102	16	MAQUINA PARA MASSAS | CILINDROS
6103	16	APARELHO PARA MACARRAO | CILINDROS
6104	16	MAQUINA PARA MACARRAO | CILINDROS
6105	16	CILINDROS PARA MASSAS
6201	16	RELOGIO DESPERTADOR
6301	16	ELIMINADOR DE PILHAS
6501	16	AQUECEDOR DE AGUA | ELETRICO
6901	16	CAMPAINHA MUSICAL
6902	16	CAMPAINHA ELETRICA
6903	16	CAMPAINHA
7001	16	BALANCA PARA ALIMENTOS
7101	16	ARTIGOS DE LONA OU PLASTICO PARA ACAMPAMENTO
7102	16	PLASTICO OU LONA PARA ACAMPAMENTO
7103	16	LONA OU PLASTICO PARA ACAMPAMENTO
7104	16	SACO DE DORMIR
7301	16	RAMAL TELEFONICO | LINHA COMUNITARIA
7302	16	LINHA TELEFONICA COMUNITARIA | RAMAL
7601	16	TELAO
7801	16	MICROSCOPIO | HOBBY
8201	16	CAFETEIRA | EXCETO ELETRICA
8901	16	AGREGADO
